Atlantic Wood Industries,P.O. Box 1608,Savannah,31402,32.0835,-81.100899,Minor,Creosoted Poles
Clarkes Block Co,2906 Tremont Road,Savannah,31402,32.057598,-81.133266,Minor,Concrete Block Prod
Owens Corning Roofing and Asphalt LLC,One Foundation Drive,Savannah,31408,32.110313,-81.127127,Synthetic Minor,Asphalt Roofing
Vopak Terminal Savannah Inc.,280 Brampton Rd,Savannah,31408,32.114349,-81.154503,Synthetic Minor,Bulk Storage Terminal
Savannah Steel Co,Hwy 80 & Dean Forres,Savannah,31402,32.0835,-81.100899,Minor,Steel Fabrication Plant
Shearhouse Lumber Co,833 West Hwy US 80,Pooler,31322,32.119924,-81.260239,Minor,Lumber Mill Facility
Colonial Group Inc. - Savannah Complex,101 North Lathrop Ave,Savannah,31402,32.094117,-81.112109,Title V,This Facility Is A Gasoline  Petroleum Liquid  Chemical  And Dry Bulk Terminal
Seagate Terminals Savannah LLC,1600 E President St,Savannah,31404,32.071604,-81.064206,Title V,Fertilizer Plant
General Chemical Corp,211 Brampton Road,Savannah,31402,32.112069,-81.139731,Minor,Bauxite Alum Sulfate Plt
Conex-Concrete Express,1502 Louisville Rd,Savannah,31401,32.08418,-81.13144,Permit By Rule,Ready-Mix Concrete
Cut Art Stone & Precast,14 Interchange Drive,Savannah,31402,32.077313,-81.128798,Minor,Precast Concrete Prod
Depue-Wilbert Vault Co,412 Bonaventure Rd,Savannah,31402,32.045651,-81.051454,Minor,Burial Vault Mfg
Johnston Foundry,Telfair Road,Savannah,31402,32.08204,-81.14006,Minor,Aluminum & Brass Foundry
Savannah State Colleg,3219 College St,Savannah,31404,32.0464,-81.0678,Minor,College
Marcona Ocean Industries,440 Magazine Ave.,Savannah,31402,32.07672,-81.117116,Minor,Drying Aragonite
Imperial-Savannah L.P.,201 Oxnard Drive,Port Wentworth,31407,32.14389,-81.14666,Title V,Sugar Refinery
Kraton Chemical LLC,1201 West Lathrop Ave,Savannah,31415,32.09803,-81.12262,Title V,Production Of Resin Products And Fractionated Tall Oil Products
HUNTER ARMY AIRFIELD,525 Leonard Neal St,Savannah,31409,32.020358,-81.135937,Title V,Army Airfield
Colonial Oil Industries Inc,101 North Lathrop Ave,Savannah,31415,32.09574,-81.12402,Minor,Clay Storage & Export
Colonial Chemical Solutions Inc.,400 Telfair Rd.,Savannah,31401,32.081388,-81.141083,Synthetic Minor,Chemical Storage
Liquid Air Engineer,Elba Island Road,Savannah,31416,32.0812,-81.00476,Minor,Co2 Liquefaction
Eastern Electric App Rep Co,1899 Louisville Rd.,Savannah,31402,32.08261,-81.12565,Minor,Electric Repair
Savannah Yacht Center,301 N Lathrop Ave,Savannah,31415,32.096012,-81.114951,Synthetic Minor,Fiberglass Boat Mfg
Savannah Health Services LLC d/b/a Memorial University Medical Center,4700 WATERS AVENUE,Savannah,31403,32.032045,-81.09153,Minor,Medical Hospital
Johnson Matthey Process Technologies Inc,115 Eli Whitney Blvd.,Savannah,31408,32.111332,-81.221139,Synthetic Minor,Fluid Cracking Catalyst
Fuji Vegetable Oil,120 Brampton Rd,Savannah,31408,32.109258,-81.145275,Synthetic Minor,Edible Oil Manufacturing
IMTT Savannah South,2 Wahlstrom Road,Savannah,31404,32.074123,-81.046127,Synthetic Minor,Bulk Gasoline Terminal
St Josephs Hospital I,11705 Mercy Blvd.,Savannah,31419,31.985277,-81.153002,Synthetic Minor,Medical Hospital
Walstrom Readymix Plant,102 Wahlstrom Road,Savannah,31404,32.07448,-81.052327,Minor,Ready Mix Concrete Plant
Savannah Food Service Inc,3000 Tremont Road,Savannah,31405,32.069611,-81.142049,Minor,Sugar Packaging
Georgia Regional Hosp,1915 Eisenhower Dr,Savannah,31406,32.000697,-81.079912,Minor,Medical Waste Incinerator
Perferred Materials Inc. - Savannah Asphalt Div.,4140 Ogeechee Rd,Savannah,31402,32.05616,-81.13096,Permit By Rule,Drum Mix Asphalt Plant
Coastal Refining Corp,2830 Tremont Rd,Savannah,31405,32.058814,-81.134021,Minor,Waste Oil Processor
Custom Fiberglass Fabricators (PBR),2352 Tremont Road,Savannah,31405,32.0835,-81.100899,Permit By Rule,Fiberglass Molding/Formin
Bellsouth Telecommunications,1300 Bull St.,Savannah,31401,32.06303,-81.097787,Permit By Rule,Emergency Standby Generat
Standard Concrete Products,6 Old Hatchcover Rd,Savannah,31404,32.0835,-81.100899,Permit By Rule,Concrete & Concrete Prods
Design 2000,2222 Bonaventure Rd,Savannah,31404,32.047336,-81.058908,Permit By Rule,Wood Furniture Mfg
Harbourtowne Creation,40 Telfair Place,Savannah,31401,32.079882,-81.157389,Permit By Rule,Wood Furniture Mfg
Layden Custom Cabinet,1224 Dean Forest Rd,Savannah,31405,32.048472,-81.214224,Permit By Rule,Wood Furniture Mfg
Custom Cabinets By Ri,7 Aviation Court,Garden City,31408,32.129232,-81.175396,Permit By Rule,Wood Furniture Mfg
THE INDUSTRIAL CO (TIC) SE,1818 W Gwinnett St,Savannah,31401,32.074296,-81.122273,Minor,Steel Fabrication
Georgia Kaolin Terminal (Seda),509 Foundation Dr,Savannah,31408,32.09936,-81.14088,Synthetic Minor,Kaolin And Cement Bulk Loading And Unloading
R.B. Baker Construction - A Div of Reeves Construction Co.- Garden City Plant,100 Morgan Ind. Blvd.,Garden City,31408,32.0835,-81.100899,Synthetic Minor,Drum Mix Asphalt Plant
Superior Landfill & Recycling Center,3001 Little Neck Rd.,Savannah,31419,32.08602,-81.32096,Title V,Municipal Solid Waste Landfill
East Coast Terminal Company,136 Marine Terminal Drive,Savannah,31401,32.077223,-81.081704,Synthetic Minor,Marine Cargo Bulk Handling
Dean Forest Road Landfill,1327 Dean Forest Rd,Savannah,31405,32.058172,-81.210019,Minor,Municipal Solid Waste Landfill
Thunderbolt Marine In,3124 River Dr.,Savannah,31404,32.027019,-81.049713,Synthetic Minor,Yacht Refurbishing
Woodchips Export Corp.,Harbor Street,Savannah,31402,32.07738,-81.08174,Minor,Bulk Marine Terminal
ARGOS Ready Mix LLC (Pooler),186 Pine Barren Road,Pooler,31322,32.099506,-81.226973,Permit By Rule,Ready Mix Concrete Plt
Ace's One Construction Co.,2361 Tremont Rd,Savannah,31401,32.070466,-81.14176,Minor,Demolition Conc Crusher
St Josephs Candler Ho,5353 Reynolds St,Savannah,31405,32.027949,-81.1017,Minor,Medical Hospital
Kerry Ingredients & Flavours - Savannah,11 Artley Rd,Savannah,31408,32.11102,-81.222909,Synthetic Minor,Liquid Food Processing
Ready Mixed Concrete Company,1075 Louisville Road,Savannah,31415,32.080095,-81.114723,Permit By Rule,Ready Mix Concrete Plt
G2O Technologies LLC,1600 East President Street,Savannah,31404,32.071604,-81.064206,Minor,Alum & Sodium Aluminate
Derst Baking Company LLC,1311 Mills B Lane Blvd,Savannah,31405,32.050001,-81.122694,Synthetic Minor,Bread And Bun Bakery
Thomas Concrete of South Carolina Inc. - Savannah,1724 Old Dean Forest Rd,Pooler,31322,32.09278,-81.19678,Permit By Rule,Ready Mix Concrete Plant
Coastal Concrete Southeast II LLC,2333 Louisville Rd,Savannah,31415,32.084209,-81.132052,Permit By Rule,Ready Mix Concrete Plant
Wilmington Cabinet Co,1125 Mente Drive,Savannah,31415,32.079304,-81.11722,Permit By Rule,Cabinet Manufacturing
Argos Port Savannah,148 Marine Terminal Drive,Savannah,31401,32.08078,-81.090719,Synthetic Minor,Cement Unloading And Wholesale Distribution
Continental Field Systems,23 Westgate Boulevard,Savannah,31405,32.0556,-81.145847,Permit By Rule,Machining And Welding
Savannah College of Art and Design,22 East Lanthrop Ave.,Savannah,31415,32.08516,-81.11094,Minor,University
J. C. Lewis Ford,9905 Abercorn Street,Savannah,31406,31.99205,-81.12992,Minor,Automotive Painting And Refinishing
Dean Wilkes Auto Body Shop,2221 Rowland Avenue,Thunderbolt,31404,32.0387,-81.06246,Minor,Automotive Painting And Refinishing
Bunch Truck & Equipment LLC.,5502 Export Blvd,Garden City,31408,32.12617,-81.17539,Minor,Automotive Painting And Refinishing
Hoover Chrysler Jeep Dodge,8701 Abercorn Street,Savannah,31406,31.99847,-81.12848,Minor,Automotive Painting And Refinishing
Maaco Auto Paint & Body Works,2007 E. Victory Drive,Savannah,31404,32.04185,-81.06542,Minor,Automotive Painting And Refinishing
Pogo's Autoworks & Glass Inc.,8403 Aegean Avenue,Savannah,31406,31.99608,-81.11215,Minor,Automotive Painting And Refinishing
Ward's Auto Painting & Body Works,3005 Gibbons Street,Savannah,31404,32.03704,-81.06519,Minor,Automotive Painting And Refinishing
Scotts Auto Body & Refinishing Inc.,2304 Rowland Ave.,Savannah,31404,32.03931,-81.06337,Minor,Automotive Painting And Refinishing
Wally's Collision Center,10407 Abercorn St.,Savannah,31419,31.98915,-81.13095,Minor,Automotive Painting And Refinishing
Clem Burnsed Body Shop,328 Old Pine Barren Rd.,Pooler,31322,32.09575,-81.23797,Minor,Automotive Painting And Refinishing
ABRA Auto Body & Glass - Savannah,2110 Louisville Rd.,Savannah,31415,32.08308,-81.12688,Minor,Automotive Painting And Refinishing
Morris Auto Painting & Body Works,2680 US Hwy 80,Bloomingdale,31302,32.14921,-81.34616,Minor,Auto Collision & Repair
Volvo of Savannah,8301 White Bluff Road,Savannah,31406,31.99843,-81.12237,Minor,Auto Collision & Repair
Low Country Collision Center,1025 W. Hwy 80,Savannah,31406,32.08723,-81.15963,Minor,Auto Collision & Repair
Smitty's Frame Shop Inc.,1709 Dean Forest Rd.,Savannah,31408,32.08734,-81.19723,Minor,Auto Collision & Repair
Bouchillon Collision Center,814 E. 71st. St.,Savannah,31405,32.02653,-81.09608,Minor,Auto Collision & Repair
Auto Perfection,1523 E. Hwy. 80,Pooler,31322,32.09327,-81.20264,Minor,Auto Collision & Repair
Chatham Parkway Collision Center,7 Park of Commerse Way,Savannah,30251,32.06812,-81.16139,Minor,Auto Collision & Repair
A and L Auto Body,7206 White Bluff Rd.,Savannah,31406,32.01025,-81.11705,Minor,Auto Collision & Repair
SA Recycling,355 N. Lathrop Ave,Savannah,31415,32.09523,-81.11403,Synthetic Minor,Metal Recyling Facility
Quality Autobody,5211 Augusta Rd.,Garden City,31408,32.11655,-81.16591,Minor,Auto Collision & Repair
Wokward Enterprises Inc. d/b/a Gordon's Paint & Body & Wrecker Service,111 Douglas Street,Savannah,31406,32.00893,-81.11387,Minor,Auto Collision & Repair
Premier Fabricators Inc.,456 (A) Bourne Avenue,Garden City,31408,32.12675,-81.17097,Minor,Fabricated Metal Products
Georgia Biomass LLC,142 Marine Terminal Drive,Savannah,31404,32.08126,-81.0809,Synthetic Minor,Wood Pellet Handling Operation
Arboris LLC,1101 West Lathrop Avenue Gate 16,Savannah,31415,32.0731,-81.12512,Minor,Facility Manufactures Sterols For The Pharmaceutical And Food Markets
ELBA LIQUEFACTION TERMINAL,1 Elba Island Road,Savannah,31402,32.072443,-81.019979,Title V,Natural Gas Liquefaction And Export Terminal
Savannah Marine Terminal,1401 Staley Avenue,Savannah,31415,32.037894,-81.129995,Minor,Bulk Material Handling  Food Grade Storag
Precision Protective Coatings,8 Telfair Place,Savannah,31415,32.07912,-81.1518,Minor,Auto Body Shop
Nordic - Savannah,220 Nordic Way,Pooler,31322,32.166514,-81.247873,Minor,Refrigerated Warehousing And Storage
C.W. Matthews Contracting Co. Inc. - Garden City Asphalt Plant,228 Dean Forest Rd,Garden City,31408,32.100342,-81.194649,Synthetic Minor,Asphalt Plant
Industrial & Domestic Water Treatment Plant,6183 Hwy 21 N,Port Wentworth,31407,32.150667,-81.192972,Minor,Water Supply And Irrigation Systems
East Coast Concrete,1011 Buena Vista Road,Fort Benning,31901,32.44515,-84.756079,Permit By Rule,Ready Mix Concrete Batch Plant
Mount Vernon Mills,91 Fourth Street One Plaza Circle,Trion,30753,34.546437,-85.3096,Title V,Textile Finishing
Mohawk Industries Inc,5081 Highway 114,Lyerly,30730,34.40202,-85.40894,Synthetic Minor,Carpet Mfg
SHOWA BEST GLOVE,579 Edison Street,Menlo,30731,34.486337,-85.474388,Title V,Glove Manufacturing
Fabricsamerica Corp,South Penn St,Summerville,30747,34.47588,-85.34186,Minor,Narrow Woven Duck Fabric
Aladdin Manufacturing Corp.,106 John Bankson Dr.,Summerville,30747,34.457865,-85.356626,Synthetic Minor,Pet Recycling Into Fiber
Signature Interior Wo,100 John Bankson Dr,Summerville,30747,34.45787,-85.356719,Permit By Rule,Wood Furniture Mfg
J P Smith Lumber Company,6255 Highway 48,Menlo,30731,34.483621,-85.446125,Synthetic Minor,Hardwood Sawmill
Traeger Pellet Grills LLC,113 Peach Orchard Road,Menlo,30731,34.480509,-85.449745,Synthetic Minor,Wood Pellet Manufacturing
Haynes J P Lumber Co Inc,2838 Ball Ground HWY,Canton,30114,34.24411,-84.493896,Minor,Lumber Mill Facility
Bluegrass Materials Company LLC - Ball Ground Quarry,970 Old Nelson Rd.,Ball Ground,30107,34.37464,-84.3682,Synthetic Minor,Limestone Quarry
Crown Feed & Grain,15995 E. Cherokee Dr,Ball Ground,30107,34.306257,-84.405537,Minor,Feed Mill
Pilgrim's Pride Corporation,654 Univeter Rd,Canton,30115,34.196483,-84.500893,Minor,Feed Mill
Thomas Concrete of Georgia Inc.,190 Hickory St,Holly Springs,30142,34.172949,-84.498757,Minor,Ready Mix Concrete Plant
Blue Circle Williams Brothers,320 Memorial Dr,Canton,30114,34.19564,-84.5055,Minor,Ready Mix Concrete
Matthews C.W. Plt 27,Old Nelson Road,Ball Ground,30151,34.37464,-84.3682,Synthetic Minor,Hot Mix Asphalt Plant
Piolax Corp,139 Etowah Industrial Ct,Canton,30114,34.236839,-84.490875,Synthetic Minor,Stainless Steel Stampings And Metal Coating
Vulcan Construction Materials LLC - Cherokee Quarry,4420 Hightower Rd.,Ball Ground,30107,34.293139,-84.263237,Synthetic Minor,Granite Quarry
ATLANTA GAS LIGHT CO.,12860 East Cherokee Drive,Ball Ground,30107,34.276647,-84.373028,Title V,Natural Gas Liquification
Allied Readymix Inc.,715 Univeter Rd,Canton,30114,34.195761,-84.499793,Permit By Rule,Readymix Concrete
Thomas Concrete of Georgia Inc.,4650 Canton Rd.,Woodstock,30188,34.101311,-84.519379,Permit By Rule,Ready Mix Concrete
Pine Bluff Landfill,13809 East Cherokee Drive,Ball Ground,30107,34.288594,-84.38538,Title V,Municipal Solid Waste Landfill
Thomas Concrete of Ga,190 Hickory Rd,Canton,30115,34.172949,-84.498757,Permit By Rule,Ready Mix Concrete Plant
Woodstock Cabinets,250 Arnold Mill Rd,Woodstock,30188,34.102819,-84.50554,Permit By Rule,Wood Furniture Mfg
B & D Woodworking Inc,110 Dixie Dr,Woodstock,30189,34.085919,-84.563734,Permit By Rule,Wood Furniture Mfg
Art Manous Custom Cab,1480 Airport Dr,Ball Ground,30107,34.303635,-84.426476,Permit By Rule,Wood Furniture Mfg
Creative Kitchens,201 A/B Bell Place,Woodstock,30188,34.101311,-84.519379,Permit By Rule,Wood Furniture Mfg
The Furniture Guild I,8 Railroad St,Canton,30115,34.237961,-84.494623,Permit By Rule,Wood Furniture Mfg
INTERNATIONAL MARBLE,304 Bell Park Dr,Woodstock,30188,34.121616,-84.510884,Title V,Cultured Marble Products
ARGOS Ready Mix LLC (Canton),828 Univeter Road,Canton,30114,34.195273,-84.498506,Permit By Rule,Readymix Concrete Plant
Venture Commodities I,144 Goss Street,Canton,30114,34.229503,-84.488859,Minor,Feed Grade Fat & Oils
Ernst Cobb Co. Inc.,960 Old Nelson Road,Ball Ground,30107,34.3681,-84.369669,Permit By Rule,Ready Mix Concrete Plt
Lehigh Hanson Cement South LLC (Ball Ground Terminal),1590 East Cherokee Dr,Ball Ground,30107,34.306389,-84.405227,Synthetic Minor,Cement Distribution Term
READY MIX USA LLC,314 BELL PARK DRIVE,Woodstock,30188,34.12224,-84.50948,Permit By Rule,Ready Mix Concrete Plt
JCL Investment Holdings LLC,189 Etowah Industrial Ct,Canton,30114,34.247818,-84.470537,Title V,Sink Manufacturing Facility
Thalle Const Co Inc/Hickory Log Creek Dam,555 Bluffs Pkwy,Canton,30114,34.263961,-84.47188,Permit By Rule,Concrete Batch Plant
Concrete Ready Mix - Ball Ground,115 River Mill Road,Ball Ground,30107,34.30366,-84.4001,Permit By Rule,Ready Mix Concrete
CyCan Industries LLC,313 Bell Park Drive,Woodstock,30188,34.092393,-84.54003,Minor,Chemical Compounding And Packing Facility
Auto Doctor Inc.,3927 Univeter Road,Canton,30115,34.20146,-84.45475,Minor,Automotive Painting And Refinishing
Woodstock Quality Paint & Body,9285 Main Street,Woodstock,30189,34.08816,-84.51939,Minor,Automotive Painting And Refinishing
Cherokee County Toyota,301 Liberty Blvd.,Canton,30114,34.26263,-84.46579,Minor,Automotive Painting And Refinishing
All - Tech Collision Center,101 Dixie Dr.,Woodstock,30189,34.08441,-84.56425,Minor,Automotive Painting And Refinishing
Keziah's Body Shop Inc.,2831 Ball Ground Hwy.,Canton,30114,34.27354,-84.45336,Minor,Automotive Painting And Refinishing
Fulton Concrete Company LLC - Canton 2 RM,185 Mill Industrial Way,Canton,30114,34.235,-84.49581,Permit By Rule,Concrete Batch Plant
Cherokee Ford,195 Woodstock Parkway,Woodstock,30188,34.10484,-84.52851,Minor,Automotive Painting And Refinishing
Latch Automotive dba Towne Lake Collision,803 Bascomb Commercial Pkwy,Woodstock,30189,34.10324,-84.58041,Minor,Automotive Painting And Refinishing
Z Specialists Collision Center Inc.,2395 Hwy. 92,Acworth,30102,34.09659,-84.64741,Minor,Automotive Painting And Refinishing
Vulcan Materials Company Canton Ready Mix,855 Hickory Flat Road,Canton,30114,34.22415,-84.48176,Permit By Rule,Ready Mix Concrete Batch Plant
Chart Inc.,1300 Airport Drive,Ball Ground,30107,34.29717,-84.42204,Minor,Fabricated Metals Products Mfg
Chart Inc. (Caire Facility),2205 Airport Industrial Drive,Ball Ground,30107,34.29602,-84.42263,Minor,Fabricated Metal Products Mfg
Rolling Hills Memory Garden,4355 Highway 92,Acworth,30102,34.09275,-84.61712,Minor,Crematory
Universal Alloy Corporation,180 Lamar Haley Parkway,Canton,30114,34.242884,-84.474831,Minor,Aluminum Extrusion Facility
BOCA Tub Industries,308 Bell Park Drive,Woodstock,30188,34.120872,-84.51072,Permit By Rule,Fiberglass Bathroom Bathtubs
Northside Hospital Cherokee,450 Northside Cherokee Blvd,Canton,30115,34.245685,-84.490682,Minor,Hospital
Service King - 312 Woodstock,11075 GA Highway 92,Woodstock,30188,34.08733,-84.50371,Minor,Auto Body Shop
Chart Inc. (CryoBio),3055 Torrington Drive,Ball Ground,30107,34.29507,-84.42851,Minor,Fabricated Metal Products Mfg
Bronson Automotive Reconditioning,1240 Little Deer Run,Canton,30114,34.19541,-84.5275,Minor,Auto Body Work
Hanson Aggregates LLC - Athens Quarry,1300 Winterville Rd.,Athens,30605,33.95756,-83.334988,Synthetic Minor,Aggregate Quarry
Snell E.R. Contractor Inc. - Athens,1000 Winterville Rd,Athens,30605,33.953228,-83.344868,Synthetic Minor,Asphalt Mix Plant
Blue Ridge Paper Products LLC dba Evergreen Packaging,600 Dairy Pak Road,Athens,30607,33.978907,-83.388576,Synthetic Minor,Milk Carton Manufacturer
Pilgrim's Pride Corp of Delaware,130 Mill Drive,Athens,30606,33.968463,-83.43737,Minor,Poultry Feed Mill
Power Partners Holdings LLC,200 Newton Bridge Rd,Athens,30607,33.979074,-83.394895,Synthetic Minor,Power Transformer Manufacturing Plant
Blue Circle Williams Brothers,198 Tracy Street,Athens,30601,33.970153,-83.387455,Permit By Rule,Ready Mix Concrete
USDA SE Poultry Research Lab,934 College Station Road,Athens,30605,33.929441,-83.357013,Minor,Incinerators
Janssen Pharmaceutical Inc.,1440 Olympic Drive,Athens,30601,33.981897,-83.331675,Synthetic Minor,Pharmaceutical Facility
CertainTeed LLC,425 Athena Dr,Athens,30601,33,-83,Title V,Fiberglass Insulation Manufacturing Plant
TransMontaigne Operating Comany LP - Athens Terminal,3450 Jefferson Rd.,Athens,30607,33.985651,-83.419584,Synthetic Minor,Bulk Petroleum Storage
St. Mary's Health Care System Inc.,1230 Baxter Street,Athens,30606,33.946112,-83.404028,Minor,General Medical/Surgical
Invista Sarl,110 Voyles Road,Athens,30601,33.99769,-83.325502,Minor,Synthetic Yarns Facility
CMC Recycling,590 Old Hull Rd,Athens,30601,33.984172,-83.342173,Synthetic Minor,Scrap Metal Processor
Pilgrim's Pride Corporation,170 Oneta Street,Athens,30601,33.971414,-83.39093,Minor,Poultry Processing Plt
Conagra Poultry Co. (Seaboard Farms),635 Barber Street,Athens,30601,33.968728,-83.386913,Minor,Chicken Hatchery
Pilgrim's Pride Corporation,898 Barber St,Athens,30601,33.972408,-83.387873,Minor,Poultry Processing
ABB,197 Collins Industrial Blvd,Athens,30601,33.98206,-83.34896,Synthetic Minor,Electrical Motors & Industrial Control
Veratec,335 Athena Drive,Athens,30601,33.979644,-83.343447,Permit By Rule,Textile Plant
University of Georgia,Herty Drive,Athens,30602,33.95533,-83.37514,Title V,University
Georgia Spring Co,600 Old Hull Road,Athens,30601,33.98086,-83.34482,Minor,Coiled&Flat Metal Spring
Matthews C W Contracting Co Inc Plt 53,1675 Winterville Rd,Athens,30605,33.95649,-83.327335,Synthetic Minor,Asphalt Plant
Eaton Corporation – Supercharger Plant,695 Indian Hills Dr.,Athens,30601,33.965484,-83.343503,Minor,Powder Paint Line
Nakanishi Manufacturing Corporation,1225 Voyles Rd.,Winterville,30683,33.989444,-83.306667,Minor,Bearing Components
Kinder Morgan Southeast Terminals LLC,3460 Jefferson Rd.,Athens,30607,33.985821,-83.419764,Synthetic Minor,Bulk Gasoline Terminal
Central Label Products,235 Conway Drive,Bogart,30622,33.944712,-83.480972,Synthetic Minor,Screen Printing
Piedmont Athens Regional Medical Center,1199 Prince Avenue,Athens,30606,33.962253,-83.397946,Synthetic Minor,Medical Center
Barrow's Woodworking,1361 Dowdy Rd,Athens,30606,33.912398,-83.436642,Permit By Rule,Wood Furniture Mfg
ATHENS-CLARKE COUNTY MSW LF,5700 LEXINGTON ROAD,Winterville,30683,33.93404,-83.31338,Minor,Municipal Solid Waste Landfill
Walton EMC-Unit 5,4375 Lexington Hwy,Athens,30605,33.933126,-83.311624,Synthetic Minor,Peak Power Generation
Thomas Concrete of Georgia Inc.,1020 Winterville Rd.,Athens,30605,33.953745,-83.344405,Permit By Rule,Ready Mix Concrete Plt
Morgan Concrete Company Inc. - Athens Plant #2,605 Hancock Industrial Way,Athens,30605,33.960588,-83.339894,Permit By Rule,Ready Mix Concrete Plant
Reeves Body Shop,1010 Beaverdam Road,Winterville,30683,33.967,-83.27826,Minor,Automotive Painting And Refinishing
Akins Ford Lincoln Mercury of Athens,4260 Atlanta Highway,Bogart,30622,33.94051,-83.48323,Minor,Automotive Painting And Refinishing
Norwood's Body & Paint,1275 N. Commerce Rd.,Athens,30607,33.98206,-83.37716,Minor,Automotive Painting And Refinishing
Nissan of Athens,1950 Jimmy Daniel Rd.,Bogart,30622,33.93656,-83.48883,Minor,Automotive Painting And Refinishing
Athens Paint & Body Inc.,2425 Lexington Rd.,Athens,30605,33.94489,-83.3392,Minor,Automotive Painting And Refinishing
Heyward Allen Toyota,2910 Atlanta Hwy.,Athens,30606,33.94648,-83.44008,Minor,Automotive Painting And Refinishing
Landmark Chrysler Dodge Jeep of Monroe LLC. DBA Athens Dodge Chrysler Jeep,4145 Atlanta Hwy.,Bogart,30622,33.94045,-83.48036,Minor,Automotive Painting And Refinishing
Trinity Car Care Inc.,1105 Hull Rd.,Athens,30601,33.99811,-83.32571,Minor,Auto Collision & Repair
The Body Shop of Athens Inc.,174 Old Epps Bridge,Athens,30606,33.95186,-83.40904,Minor,Auto Collision & Repair
Griffith Automotive,455 Hawthorne Ave.,Athens,30606,33.95703,-83.41326,Minor,Auto Collision & Repair
Hughes Collision Center,3014 Atlanta Hwy.,Athens,30606,33.94441,-83.44077,Minor,Auto Collision & Repair
Maaco Auto Painting & Body Works,2375 W. Broad St.,Athens,30606,33.94763,-83.41525,Minor,Auto Collision & Repair
Patton Brothers Body & Frame Inc.,130 Old Epps Bridge,Athens,30606,33.9529,-83.40753,Minor,Auto Collision & Repair
CII METHANE MANAGEMENT III LANDFILL GAS TO ENERGY PROJECT,5700 Lexington Highway,Athens,30605,33.94199,-83.32921,Minor,Generation Of Electric Power From Landfill Gas
Richard B. Russell Research Center,950 College Station Road,Athens,30605,33.92568,-83.35885,Minor,Usda Research Center
Kinder Morgan Plantation Pipe Line Co. - Athens Terminal,3570 Jefferson Road,Athens,30607,33.98781,-83.42206,Minor,Pipeline Transportation Of Refined Petroleum Products
Caterpillar Inc.,250 Dozer Drive,Athens,30606,33.93908,-83.52006,Minor,Mini-Excavator And Tractor Manufacturing
Noramco Inc.,1550 Olympic Drive,Athens,30601,33.98511,-83.33554,Minor,Pharmaceutical Preparation Manufacturing
Florida Rock Industries Inc. - Forest Park Quarry,256 Lees Mill Rd,Forest Park,30274,33.604034,-84.395259,Synthetic Minor,Aggregate Quarry
Murphy & Orr Co,564 Main Street,Forest Park,30050,33.622537,-84.3715,Minor,Wooden Cabinet Mfg
SHERWIN-WILLIAMS CO,6795 South Main St,Morrow,30260,33.571499,-84.342707,Title V,Paint Manufacturing Facility
Sonoco Products Co,4858 Old Dixie Rd,Forest Park,30050,33.622322,-84.383532,Minor,Paper Can Manufacturing
International Paper Company,5115 Pinetree Street,Forest Park,30297,33.616604,-84.394964,Synthetic Minor,Corrugated Container Mfg
Clayton Cnty Wb Casey,8890 Roberts Road,Jonesboro,30260,33.51788,-84.3638,Synthetic Minor,Sewerage Systems
Clorox Products Manufacturing Co,17 Lake Mirror Rd,Forest Park,30297,33.627441,-84.386851,Synthetic Minor,Detergent Manufacture
Darling Ingredients Inc.,4413 Tanners Church Rd,Ellenwood,30294,33.633157,-84.309564,Synthetic Minor,Rendering Plant
HARTSFIELD-JACKSON ATLANTA INTERNATIONAL AIRPORT,Hartsfield,Atlanta,30320,33.6417,-84.447434,Title V,Operation Of An Airport And Support Facilities
Tindall Concrete Georgia Inc,3361 Grant Road,Conley,30027,33.643673,-84.317455,Permit By Rule,Prestress Concrete Mfg
Polynt Composites USA Inc.,71 Barnett Road,Forest Park,30297,33.615063,-84.389007,Synthetic Minor,Alkyd-Polyester Resin Mfg Facility
Southern Brass Works,3476 Moreland Ave,Conley,30027,33.655319,-84.333698,Minor,Bronze&Aluminum Castings
Fort Gillem,4984 Jonesboro Road,Forest Park,30297,33.618473,-84.350355,Synthetic Minor,Military Base
Earthgrains Refrigerated Dough Products L. P.,273 Central Avenue,Forest Park,30050,33.622495,-84.380603,Minor,Bakery Frozen Foods
DELTA AIR LINES INC. - ATLANTA STATION,1775 Aviation Blvd,Atlanta,30354,33.6433,-84.4139,Title V,Airport Ground Support Operations
Southeast Air Gas Ind.,871 Wheeler Street,Atlanta,30318,33.774237,-84.415888,Minor,Acetylene Gas Production
Fontaine Truck Equipm,5178 Old Dixie Hwy,Forest Park,30051,33.613773,-84.382692,Permit By Rule,Truck Body Mfg & Coating
Low Temp Industries I,9192 Tara Boulevard,Jonesboro,30237,33.505172,-84.352369,Minor,Food Service Equip Mfg
Georgia Power Company - Forest Park Facility,62 Lake Mirror Rd.,Forest Park,30050,33.627189,-84.389632,Minor,Repair Facility
BHW Sheet Metal Co,113 Johnson Street,Jonesboro,30236,33.530181,-84.352778,Minor,Sheet Metal Coating
Atlanta Gas Light Company - Riverdale LNG Plant,7790 Hwy 85,Riverdale,30274,33.540607,-84.412981,Title V,Liquified Natural Gas Production
TOTO USA Inc.,1155 Southern Rd,Morrow,30260,33.563967,-84.352472,Synthetic Minor,Toilet Bowl Mfg
