Bird Leroy T Gin,Box 12,Portal,30450,32.538,-81.932,Bulloch,Closed/Dismantled,Minor,Cotton Gin
Bulloch Gin Company,213 Gin Lane,Brooklet,30415,32.379,-81.663,Bulloch,Operational,Permit by Rule,Cotton Gin
Southern States Coope,264 Gold Kist Road,Statesboro,30458,32.373,-81.848,Bulloch,Operational,Permit by Rule,Cotton Gin
Growers Gin & Warehou,East Lillian Street,Metter,30439,32.4,-82.054,Candler,Operational,Minor,Cotton Gin
Sowega Cotton Co,1048 Old Pelham Road,Climax,31734,30.972,-84.455,Candler,Closed/Dismantled,Minor,Cotton Gin
Sowega Cotton Company,1048 Old Pelham Road,Climax,31734,30.973,-84.452,Decatur,Operational,Permit by Rule,Cotton Gin
Osceola Cotton Co LLC,344 Brushy Creek Road,Ocilla,31774,31.569,-83.243,Irwin,Seasonal Operation,Permit by Rule,Cotton Gin
South Georgia Cotton Gin LLC,438 Broxton Hwy,Hazlehurst,31539,31.797,-82.704,Jeff Davis,Operational,Permit by Rule,Cotton Gin
Roche Manufacturing C,ECourt Street,Wrightsville,31096,32.729,-82.732,Johnson,Closed/Dismantled,Synthetic Minor,Cotton Gin
Meadows & Thomas Inc,Us Hwy 1,Lyons,30436,32.253,-82.324,Toombs,Closed/Dismantled,Minor,Cotton Gin
AG Daniel Company,100 Tote Road,Cuthbert,39840,31.764,-84.782,Randolph,Operational,Permit by Rule,Cotton Gin Operations
BCT Gin Co,152 Southerland Avenue,Berlin,31643,31.065,-83.624,Colquitt,Operational,Permit by Rule,Cotton Ginning
Coats American,Maple Street,Rossville,30741,34.978,-85.298,Walker,Closed/Dismantled,Synthetic Minor,Cotton Yarn Finishing
Keebler Company - Columbus Bakery,3700 Victory Drive,Columbus,31903,32.416,-84.944,Muscogee,Closed/Dismantled,Title V,Cracker Bakery
Boston Mortuary,5644 Memorial Drive,Stone Mountain,30083,33.812,-84.171,Dekalb,Operational,Minor,Crematory
Silon LLC - Peachtree City Facility,101 Sierra Drive,Peachtree City,30269,33.352,-84.562,Fayette,Operational,Minor,Cross Linked Polyethylene
Vulcan Construction Materials LLC - Aragon Quarry,Highway 101 3172 Rome Hwy,Aragon,30104,34.038,-85.053,Polk,Operational,Synthetic Minor,Crushed And Broken Limestone
Crush-It Inc,1655 Noahs Ark Road,Jonesboro,30236,33.491,-84.335,Statewide,Closed/Dismantled,Synthetic Minor,Crushing Plant
Savannah Marble Co,1944 W 52Nd Street,Savannah,31403,32.053,-81.139,Chatham,Closed/Dismantled,Synthetic Minor,Cultural Marble Products
Custom Bath Products,6551 West Bankhead Hwy,Douglasville,30134,33.739,-84.79,Douglas,Closed/Dismantled,Synthetic Minor,Cultured Marble Bath Mfg
VCC Properties LLC,1246 Loyce Lane,Douglas,31533,31.49,-82.862,Coffee,Operational,Permit by Rule,Cultured Marble Countertop
MINCEY MARBLE MANUFACTURING INC,1940 New Harvest Road,Gainesville,30507,34.231,-83.815,Hall,Operational,Title V,Cultured Marble Manufacturing
INTERNATIONAL MARBLE,304 Bell Park Drive,Woodstock,30188,34.122,-84.511,Cherokee,Operational,Title V,Cultured Marble Products
Royal Marble Co Inc,3800 New Mcever Road,Acworth,30101,34.059,-84.663,Cobb,Closed/Dismantled,Synthetic Minor,Cultured Marble Products
Metro Marble Inc,1851 Warren Place,Norcross,30093,33.907,-84.222,Gwinnett,Operational,Permit by Rule,Cultured Marble Products
Marble Works Inc,841 Harmony Road,Eatonton,31024,33.436,-83.28,Putnam,Operational,Permit by Rule,Cultured Marble Tubs
Stepan Company,951 Bankhead Hwy,Winder,30680,33.997,-83.788,Barrow,Operational,Synthetic Minor,Custom Chemicals
Rocky Ridge Trucks,259 Westclock Extension,Franklin Springs,30639,34.289,-83.151,Franklin,Operational,Permit by Rule,Customized Vehicles
Custom Metal Finishing,501 College Street,Rockmart,30153,34,-85.044,Polk,Closed/Dismantled,Minor,Custon Metal Finishing
TSO PropCo ATL LP,4905 N Point Pkwy,Alpharetta,30022,34.055,-84.276,Fulton,Operational,Synthetic Minor,Data Center
ADP Data Center (DC1),5880 Windward Parkway,Alpharetta,30005,34.091,-84.247,Fulton,Operational,Synthetic Minor,Data Center
Data Center Atlanta LLC,756 West Peachtree Street NW,Atlanta,30308,33.775,-84.388,Fulton,Operational,Synthetic Minor,Data Center
Morning Hornet LLC,South Of Hwy 278 Ne And Shire Pkwy & North Of Cooper Road,Social Circle,30025,33.621,-83.687,Newton,Under Construction,Synthetic Minor,Data Center
Bellsouth Telecomm Midtown Two,725 W Peachtree St,Atlanta,30308,33.775,-84.387,Fulton,Operational,Synthetic Minor,Data Center And Peak Shaving Generator
AT & T Data Center,300 North Point Pkwy,Alpharetta,30005,34.086,-84.257,Fulton,Operational,Synthetic Minor,Data Center With Emergency Generators
United Parcel Service,55 Glenlake Pkwy Ne,Atlanta,30328,34.088,-84.269,Fulton,Operational,Synthetic Minor,Data Processing Of Ship.
Enterprise Services LLC,120 Satellite Blvd NW,Suwanee,30024,34.038,-84.058,Gwinnett,Operational,Synthetic Minor,Data Processing Services
Custom Metal Finishing,400 Jones Avenue,Rockmart,30153,34.001,-85.044,Polk,Operational,Minor,Decorative Auto Parts
SBE Inc (Southern Bumper Exchange),512 85-Circle,College Park,30349,33.622,-84.406,Clayton,Operational,Minor,Decorative Chrome Plating
Genuine Chrome Co,4075 Nine Mcfarland Drive,Alpharetta,30004,34.136,-84.253,Forsyth,Closed/Dismantled,Minor,Decorative Electroplating
Kemira Chemicals Inc,1525 Church Street Extension,Marietta,30060,33.978,-84.557,Cobb,Operational,Synthetic Minor,Defoamers And Polymers
Clorox Products Manufacturing Co,17 Lake Mirror Road,Forest Park,30297,33.627,-84.387,Clayton,Operational,Synthetic Minor,Detergent Manufacture
Deutz Corporation,1409 Valentine Industrial Parkway,Pendergrass,30567,34.177,-83.636,Jackson,Operational,Synthetic Minor,Diesel Engine Refurbishing/Remanufacturing
Earth Care Recycling,111 Laney Walker Blvd,Augusta,30901,33.458,-81.956,Statewide,Closed/Dismantled,Minor,Diesel Mobile Crushers
Honeywell Friction Materials,Mineral Springs Road,Elberton,30635,34.098,-82.878,Elbert,Closed/Dismantled,Synthetic Minor,Disc Brake Mfg
Imerys Marble Inc,4420 Raven Cliff Road,Whitestone,30175,34.546,-84.507,Pickens,Operational,Title V,Dolomitic Marble Proc.
Peachtree Doors & Win,2744 Ramsey Road,Gainesville,30501,34.347,-83.78,Hall,Closed/Dismantled,Synthetic Minor,Door & Window Mfg
ASSA ABLOY Southeast Service Center,825 Riverside Parkway Suite 100,Austell,30168,33.75,-84.579,Cobb,Operational,Synthetic Minor,Door Frame Fabrication And Coating Operation
Pittman Construction,676 Academy Church Road,Jefferson,30549,34.142,-83.629,Jackson,Operational,Synthetic Minor,Double Barrel Hot Mix Asphalt Plant
Baldwin Paving Co Inc Plt 2,5349 West Lees Mill Road,College Park,30349,33.622,-84.369,Clayton,Operational,Synthetic Minor,Double-Barrel Drum Mix Asphalt
Dekalb County Scott Candler Water Treatment Plant,4830 Winters Chapel R,Doraville,30083,33.937,-84.268,Dekalb,Operational,Synthetic Minor,Drinking Water Supply
Matthews CW Plt 14,5180 Atlanta Road SE,Smyrna,30080,33.884,-84.514,Cobb,Operational,Synthetic Minor,Drum Ashphat W/Baghouse
Matthews C W Contract,2 Mi W On Rt 53,Fairmount,30139,34.436,-84.7,Gordon,Closed/Dismantled,Synthetic Minor,Drum Asphalt Plant 2/Bh
Georgia Dept of Trans,Sr 4 Appling County,Baxley,31513,31.772,-82.348,Appling,Closed/Dismantled,Synthetic Minor,Drum Asphalt W/Venturi
Georgia Dept of Trans,State Rt 136,Resaca,30735,34.581,-84.943,Gordon,Closed/Dismantled,Synthetic Minor,Drum Asphalt W/Venturi
Georgia Dept of Trans,Quarry Road,Blairsville,30512,34.876,-83.959,Union,Closed/Dismantled,Synthetic Minor,Drum Asphalt W/Venturi
Hoover Inc,Salem Road,Rossville,31603,34.963,-85.314,Walker,Closed/Dismantled,Synthetic Minor,Drum Asphalt With Venturi
CW Matthews Contracting co Inc - Bolingbroke Asphalt Plant,4957 Highway 41 South,Bolingbroke,31004,32.985,-83.883,Monroe,Operational,Synthetic Minor,Drum Hot Mix Asphalt Plant
CW Matthews Contracting Co Inc - Columbus Asphalt Plant,2930 Smith Road,Fortson,31808,32.594,-84.95,Muscogee,Operational,Synthetic Minor,Drum Hot Mix Asphalt Plant
Matthews C W Contracting Co Inc Plt 61,330 Elzie Johnson Road,Newnan,30265,33.449,-84.689,Coweta,Closed/Dismantled,Synthetic Minor,Drum Mix Asphalt
BALDWIN PAVING CO INC PLT 1,290 Parksmill Road,Auburn,30011,34.013,-83.818,Barrow,Operational,Synthetic Minor,Drum Mix Asphalt Plant
Bartow Paving,Rowland Springs Road,Cartersville,30120,34.184,-84.785,Bartow,Closed/Dismantled,Synthetic Minor,Drum Mix Asphalt Plant
Reeves Construction Company - GFL Waynesboro Plant,1224 Perimeter Road,Waynesboro,30830,33.083,-81.986,Burke,Closed/Dismantled,Synthetic Minor,Drum Mix Asphalt Plant
Matthews C W Contract,Flat Rock Road,Villa Rica,30180,33.671,-84.925,Carroll,Closed/Dismantled,Synthetic Minor,Drum Mix Asphalt Plant
Perferred Materials Inc - Savannah Asphalt Div,4140 Ogeechee Road,Savannah,31402,32.056,-81.131,Chatham,Operational,Permit by Rule,Drum Mix Asphalt Plant
RB Baker Construction - A Div of Reeves Construction Co- Garden City Plant,100 Morgan Ind Boulevard,Garden City,31408,32.084,-81.101,Chatham,Operational,Synthetic Minor,Drum Mix Asphalt Plant
Haygoods Hauling,Route 3,Ball Ground,30107,34.338,-84.377,Cherokee,Closed/Dismantled,Synthetic Minor,Drum Mix Asphalt Plant
Baldwin Paving Co Inc Plt 2,4555 West Lees Mill Road,College Park,30349,33.59,-84.416,Clayton,Closed/Dismantled,Synthetic Minor,Drum Mix Asphalt Plant
Matthews C W Contracting Co Inc Plt 56,297 Lees Mill Road,Forest Park,30297,33.622,-84.369,Clayton,Operational,Synthetic Minor,Drum Mix Asphalt Plant
East Coast Asphalt LLC,159 Spivey Drive,Douglas,31535,31.512,-82.872,Coffee,Operational,Synthetic Minor,Drum Mix Asphalt Plant
Baldwin Paving Company Inc - Plant 6,256 Elzie Johnson Road,Newnan,30265,33.447,-84.69,Coweta,Operational,Synthetic Minor,Drum Mix Asphalt Plant
Metro Materials Inc,2495 Turner Hill Road,Lithonia,30058,33.71,-84.094,Dekalb,Operational,Synthetic Minor,Drum Mix Asphalt Plant
Snell ER Contractor Inc,1408 N County Line Road,Lithia Springs,30057,33.761,-84.675,Douglas,Operational,Synthetic Minor,Drum Mix Asphalt Plant
Lane Constr Plt 49 (Never Built),1260 N County Line,Lithia Springs,30057,33.766,-84.669,Douglas,Closed/Dismantled,Synthetic Minor,Drum Mix Asphalt Plant
BALDWIN PAVING CO INC PLT 3,6505 Bankhead Hwy,Douglasville,30134,33.739,-84.788,Douglas,Operational,Synthetic Minor,Drum Mix Asphalt Plant
E R Snell Contractor Inc,237 Peggy Lane,Tyrone,30290,33.495,-84.582,Fayette,Operational,Synthetic Minor,Drum Mix Asphalt Plant
Matthews C W Contracting Co Inc Plt 64,218 Rockwood Road,Tyrone,30290,33.442,-84.612,Fayette,Operational,Synthetic Minor,Drum Mix Asphalt Plant
Alpha Asphalt Plt 2,11470 N Fulton Ind B,Alpharetta,30201,34.058,-84.306,Fulton,Closed/Dismantled,Synthetic Minor,Drum Mix Asphalt Plant
Matthews C W Contract,State Route 5,Ellijay,30540,34.695,-84.483,Gilmer,Closed/Dismantled,Synthetic Minor,Drum Mix Asphalt Plant
Northwest Georgia Paving,501 West May Street,Calhoun,30701,34.483,-84.949,Gordon,Operational,Synthetic Minor,Drum Mix Asphalt Plant
East Coast Asphalt LLC,70 Leroy Coffer Hwy,Midway,31320,31.847,-81.596,Liberty,Operational,Synthetic Minor,Drum Mix Asphalt Plant
Snell ER Contractor Inc (Dallas),112 Quarry Drive,Dallas,30157,33.855,-84.929,Paulding,Operational,Synthetic Minor,Drum Mix Asphalt Plant
Matthews C W Contract,Highway 193,Lafayette,30728,34.725,-85.323,Walker,Closed/Dismantled,Synthetic Minor,Drum Mix Asphalt Plant
Matthews C W Contract,Boys Estate Road,Dalton,30720,34.77,-84.969,Whitfield,Closed/Dismantled,Synthetic Minor,Drum Mix Asphalt Plant
Matthews CW Plt 26,570 Cherokee Estate Road,Dalton,30721,34.77,-84.969,Whitfield,Operational,Synthetic Minor,Drum Mix Asphalt Plant
Matthews CW Plt 12,6505 WBankhead Hwy,Douglasville,30135,33.739,-84.788,Statewide,Closed/Dismantled,Synthetic Minor,Drum Mix Asphalt Plant
Matthews CW Plt 15,130 Murphy Hwy,Blairsville,30512,34.877,-83.969,Union,Closed/Dismantled,Synthetic Minor,Drum Mix Asphalt Plt
Matthews C W Contracting Co Plt 11,1149 Red Oak Flats Road,Dahlonega,30533,34.478,-83.942,Lumpkin,Operational,Synthetic Minor,Drum Mix Asphalt W/Bh
Chambers Drum Co,71 Roberts Street,Fairburn,30213,33.559,-84.586,Fulton,Operational,Synthetic Minor,Drum Reconditioning
United States Gypsum Co,4859 New Peachtree Road,Chamblee,30341,33.88,-84.32,Dekalb,Operational,Synthetic Minor,Dry Joint Compound
KAMIN - WRENS CALCINE PLANT,2069 Howard Mill Road,Wrens,30833,33.256,-82.433,Jefferson,Operational,Title V,Dry Kaolin Process Plant
Kerry Foods,5 Douglas Street,Rome,30161,34.205,-85.177,Floyd,Operational,Minor,Dry Mix Food Mill
Nestle Purina PetCare Company,5001 Fayetteville Road,Fairburn,30213,33.556,-84.554,Fulton,Operational,Synthetic Minor,Dry Pet Food Plant
Ricoh Electronics Inc,1125 Hurricane Shoals Road,Lawrenceville,30043,33.987,-83.955,Gwinnett,Operational,Synthetic Minor,Dry Toner Manufacturing
Matthews C W Contracting Co Inc Plt 03,1125 Duncan Road,Kennesaw,30144,34.023,-84.615,Cobb,Operational,Synthetic Minor,Dual Drum Asphalt Plant With Baghouse
Goldens Foundry & Machine Company,402 George Matthews Drive,Cordele,31015,31.983,-83.698,Crisp,Operational,Synthetic Minor,Ductile Iron Foundry
Aludyne Columbus LLC,1600 Northside Industrial Blvd,Columbus,31904,32.53,-84.97,Muscogee,Operational,Title V,Ductile Iron Foundry
Mando Georgia Casting Facility,1136 Meriwether Park Drive And 955 Meriwether Park Drive,Hogansville,30230,33.169,-84.858,Meriwether,Operational,Synthetic Minor,Ductile Iron Foundry And Maching Plant
Fuji Vegetable Oil,120 Brampton Road,Savannah,31408,32.109,-81.145,Chatham,Operational,Synthetic Minor,Edible Oil Manufacturing
Recycled Energy LLC,342 Perry House Road,Fitzgerald,31750,31.684,-83.257,Ben Hill,Closed/Dismantled,Synthetic Minor,Electric Generating Facility.
Ga Power Company - Plant Kraft,Crossgate Road,Port Wentworth,31407,32.149,-81.146,Chatham,Closed/Dismantled,Title V,Electric Generation
Ga Power Co Plt Riverside,River St,Savannah,31402,32.083,-81.094,Chatham,Closed/Dismantled,Title V,Electric Generation
GA POWER CO PLANT YATES,708 Dyer Road,Newnan,30263,33.462,-84.899,Coweta,Operational,Title V,Electric Generation
Ga Power Company - Plant Mitchell,5200 Radium Springs Road,Albany,31705,31.457,-84.134,Dougherty,Closed/Dismantled,Title V,Electric Generation
GA POWER CO - PLANT HAMMOND,5963 Alabama Hwy SW,Coosa,30129,34.253,-85.345,Floyd,Closed/Dismantled,Title V,Electric Generation
GA POWER CO - PLANT WANSLEY,1371 Liberty Church Road,Carrollton,30116,33.414,-85.033,Heard,Operational,Title V,Electric Generation
Ga Power Company - Plant Branch,1100 Milledgeville Road,Milledgeville,31061,33.192,-83.3,Putnam,Closed/Dismantled,Title V,Electric Generation
Crisp County Power Commission,961 Power Dam Road,Warwick,31796,31.848,-83.942,Worth,Operational,Synthetic Minor,Electric Generation
Augusta Renewable Power LLC,4800 Mike Padgett Highway,Augusta,30906,33.28,-81.958,Richmond,Closed/Dismantled,Minor,Electric Generation Facility.
GEORGIA POWER CO - PLANT MCDONOUGH- ATKINSON,5551 S Cobb Drive SE,Atlanta,30339,33.824,-84.475,Cobb,Operational,Title V,Electric Generation Plant
ABB Motor and Mechanical Inc,4349 Avery Drive,Flowery Branch,30542,34.203,-83.902,Hall,Operational,Synthetic Minor,Electric Motor Manufacturing
SEWELL CREEK ENERGY FACILITY,1031 SEwell Creek Road,Cedartown,30125,33.951,-85.28,Polk,Operational,Title V,Electric Power Generation
WALTON COUNTY POWER LLC,920 Birch Street,Monroe,30656,33.815,-83.697,Walton,Operational,Title V,Electric Power Generation
WC Technologies LLC,Brannan Road,Toomsboro,31090,32.828,-83.098,Wilkinson,Closed/Dismantled,Title V,Electric Power Generation
THOMAS A SMITH ENERGY FACILITY,925 Loopers Bridge Road,Dalton,30721,34.72,-84.936,Murray,Operational,Title V,Electric Power Utility
Kohls Distribution Center,3030 Airport Industrial Park East,Macon,31206,32.796,-83.688,Bibb,Operational,Minor,Electric Services
Walmart Super Store #3750,502 Booth Road,Warner Robins,31088,32.59,-83.613,Houston,Operational,Minor,Electric Services
Ga Power Company - Plant Boulevard,1935 Staley Avenue,Savannah,31402,32.036,-81.121,Chatham,Operational,Title V,Electric Utility
Go Green Power Inc,6 Park Street,Lindale,30147,34.19,-85.175,Floyd,Closed/Dismantled,Synthetic Minor,Electric Utility
DAHLBERG COMBUSTION TURBINE ELECTRIC GENERATING PLANT,585 Jarrett Road,Nicholson,30565,34.047,-83.399,Jackson,Operational,Title V,Electric Utility
Live Oaks Power Plant,Green SWamp Road,Sterling,31525,31.285,-81.559,Glynn,Closed/Dismantled,Title V,Electric Utility - Combined Cycle Combustion Turbine Power Plant
ABB,197 Collins Industrial Blvd,Athens,30601,33.982,-83.349,Clarke,Operational,Synthetic Minor,Electrical Motors & Industrial Control
Siemens Energy & Automation Inc,2037 Weems Road Ne,Tucker,30084,33.842,-84.251,Dekalb,Closed/Dismantled,Title V,Electrical Panel Boards
Albany Green Energy LLC (AGE),508 Liberty Expy SE,Albany,31705,31.542,-84.104,Dougherty,Operational,Title V,Electrical Services
Legal Manufacturing LLC,397 Rollins Industrial Court,Ringgold,30736,34.899,-85.123,Catoosa,Operational,Minor,Electroless Nickel Plating
Nidec Elesys Americs Corporation,70 Crestridge Drive Suite 150,Suwanee,30024,34.026,-84.035,Gwinnett,Operational,Synthetic Minor,Electronic Component Manufacturing
T5 Wholesale,3200 Webb Bridge Road,Alpharetta,30005,34.075,-84.262,Fulton,Closed/Dismantled,Minor,Electronic Data Center
Yokogawa Corporation,2 Dart Road,Newnan,30265,33.41,-84.739,Coweta,Operational,Synthetic Minor,Electronic Meter Mfg
Component Technologie,99 Techwood Ct,Hinesville,31313,31.791,-81.639,Liberty,Operational,Minor,Electroplating/Metal Fini
Carlsen Precision Manufacturing,330 Industrial Boulevard SE,Rome,30161,34.176,-85.206,Floyd,Operational,Minor,Electropolishing
Cobb EMC-Deepstep,1065 S Indian Trail Road,Sandersville,31082,33.016,-83.009,Washington,Closed/Dismantled,Minor,Emergency Engines
Hartsfield-Jackson Atlanta International Airport (HJAIA) Resiliency Facility,6000 North Terminal Pkwy,Atlanta,30320,33.641,-84.446,Clayton,Operational,Synthetic Minor,Emergency Generators
Cobb EMC/Acworth Sta,3450 Reason Road,Acworth,30101,34.062,-84.653,Cobb,Closed/Dismantled,Synthetic Minor,Emergency Generators
Cingular Network Technology Center,11610 Great Oaks Way,Alpharetta,30201,34.06,-84.273,Fulton,Operational,Minor,Emergency Generators
Cobb EMC-West Wrightsville,Us Hwy 319,Wrightsville,31096,32.789,-82.573,Laurens,Closed/Dismantled,Minor,Emergency Generators
Cobb EMC-Robins Springs,3788 Deepstep Road,Sandersville,31082,33.016,-82.876,Washington,Closed/Dismantled,Synthetic Minor,Emergency Generators
Cobb EMC-Sandersville,550 North Hospital Road,Sandersville,31082,32.994,-82.8,Washington,Closed/Dismantled,Minor,Emergency Generators
E*Trade,1650 Union Hill Road,Alpharetta,30005,34.094,-84.235,Forsyth,Closed/Dismantled,Synthetic Minor,Emergency Power Generatio
Travelers Data Center,335 Research Court,Norcross,30092,33.964,-84.214,Gwinnett,Operational,Synthetic Minor,Emergency Power Generatio
The Home Depot,2455 Paces Ferry Road,Smyrna,30339,33.862,-84.483,Cobb,Operational,Synthetic Minor,Emergency Power Generation
Quality Investment Properties Suwanee LLC,300 Satellite Blvd,Suwanee,30024,34.039,-84.045,Gwinnett,Operational,Synthetic Minor,Emergency Power Generation Plant
Perkins Small Engines LLC,325 Greenvalley Road,Griffin,30224,33.233,-84.227,Spalding,Operational,Synthetic Minor,Engine Assembly & Testing
Cenveo Commercial Envelope,5625 New Peachtree Road,Chamblee,30341,33.895,-84.293,Dekalb,Closed/Dismantled,Synthetic Minor,Envelope Plt W/ Flex Prin
Eco-Energy Distribution - Augusta,1661 Dixon Airline Road,Augusta,30909,33.381,-81.98,Richmond,Operational,Synthetic Minor,Ethanol And Biodiesel Storage And Transfer Facility
Lawrenceville Tank LLC,1490 Winder Highway,Dacula,30211,33.981,-83.931,Gwinnett,Operational,Synthetic Minor,Ethanol Bulk Storage Terminal
Eco-Energy Distribution - Atlanta,25 Riverside SW Drive,Cartersville,30120,34.143,-84.847,Bartow,Operational,Synthetic Minor,Ethanol Storage And Transfer
Sterigenics US LLC,2971 Olympic Industrial Drive Suite 116,Atlanta,30339,33.832,-84.468,Cobb,Operational,Synthetic Minor,Ethylene Oxide Sterilization
Sterilization Services of Georgia,6005 Boat Rock Blvd SW,Atlanta,30336,33.726,-84.583,Fulton,Operational,Synthetic Minor,Ethylene-Oxide Sterilizer
Drew Foam Companies Inc,1140 Davis Road,Cave Spring,30124,34.117,-85.311,Floyd,Operational,Synthetic Minor,Expandable Polystyrene
Foamex LP,650 SElig Drive,Atlanta,30336,33.743,-84.55,Fulton,Closed/Dismantled,Synthetic Minor,Expandable Polystyrene
Encompass Group LLC,625 Macon St,Mcdonough,30253,33.429,-84.144,Henry,Planned,Minor,Expandable Polystyrene Facility
FOAM FABRICATORS INC,82 Galilee Church Road,Jefferson,30549,34.096,-83.573,Jackson,Operational,Title V,Expandable Polystyrene Foam Manufacturing Facility
Atlas Molded Products A Division of Atlas Roofing Corporation,2731 White Sulphur Road,Gainesville,30501,34.34,-83.783,Hall,Operational,Synthetic Minor,Expandable Polystyrene Foam Product Facility.
Cellofoam North America Inc - Gainesville,1090 Airport Ind Par,Gainesville,30501,34.298,-83.824,Hall,Operational,Synthetic Minor,Expandable Polystyrene Manufacuting Faciilty
Styro Products Inc-Villa Rica,65 Grady Knight Industrial Ct,Villa Rica,30180,33.731,-84.905,Carroll,Operational,Synthetic Minor,Expandable Polystyrene Products Manufacturing
PACTIV CORP,8170 Alcovy Road,Covington,30014,33.614,-83.846,Newton,Operational,Title V,Extruded Polystyrene Foam Production
Cooper Standard Automotive,200 Wilson Road,Griffin,30224,33.247,-84.264,Spalding,Closed/Dismantled,Title V,Extruded Rubber Gaskets
Milliken & Company - Hillside Coating Plant,1300 Brownwood Ave,Lagrange,30240,33.024,-85.049,Troup,Operational,Title V,Fabric Coating Facility
MILLIKEN & CO VALWAY PLANT,1300 Fourth Ave,Lagrange,30240,33.022,-85.05,Troup,Operational,Title V,Fabric Finishing And Coating Facility
Crystal Springs Print Works Inc,100 Longstreet Avenue,Chickamauga,30707,34.874,-85.289,Walker,Closed/Dismantled,Title V,Fabric Finishing Facility For Bleaching Dyeing Printing And Finishing Cotton And Manmade Fabrics.
Modern Welding Company of Georgia,300 Prep Phillips Drive,Augusta,30901,33.469,-81.944,Richmond,Operational,Synthetic Minor,Fabricated Metal Products
Chart Inc (CryoBio),3055 Torrington Drive,Ball Ground,30107,34.295,-84.429,Cherokee,Operational,Minor,Fabricated Metal Products Mfg.
Crane Security Technologies Inc,1245 Old Alpharetta Road,Alpharetta,30005,34.099,-84.209,Forsyth,Operational,Synthetic Minor,Facility Develops And Manufactures Anti-Counterfeiting Films.
Golden State Foods,1525 Old Covington Road,Conyers,30013,33.657,-83.995,Rockdale,Operational,Minor,Fast Food Manufacturing Industry.
Morito Scovill Americas LLC dba Scovill Fasteners Inc,1802 Scovill Drive,Clarksville,30523,34.613,-83.524,Habersham,Operational,Synthetic Minor,Fastener Mfg
Centers For Disease Control and Prevention (CDC),1600 Clifton Road Ne,Atlanta,30333,33.799,-84.325,Dekalb,Operational,Title V,Federal Agency For The Protection Of Public Health And Safety
Southern States Cooperative Inc,Hwy 301,Statesboro,30458,32.449,-81.783,Bulloch,Closed/Dismantled,Minor,Feed Grain Facility
Pilgrim's Pride Corporation,654 Univeter Road,Canton,30115,34.196,-84.501,Cherokee,Operational,Minor,Feed Mill
Springfield Farm & An,343 SEcond St,Springfield,31327,32.367,-81.31,Effingham,Closed/Dismantled,Minor,Feed Mill
PVS Technologies Inc,2404 Doug Barnard Parkway,Augusta,30906,33.471,-81.974,Richmond,Operational,Synthetic Minor,Ferric Chloride Mfg
Gold Kist Fertilizer Plt,Ga Hwy 119,Clyo,31303,32.666,-83.426,Effingham,Closed/Dismantled,Minor,Fertilizer Mixing Plant
Seagate Terminals Savannah LLC,1600 E President St,Savannah,31404,32.072,-81.064,Chatham,Operational,Title V,Fertilizer Plant
Greif Industrial Packaging & Services LLC,2000 Lithonia Ind Blvd,Lithonia,30058,33.731,-84.117,Dekalb,Operational,Synthetic Minor,Fiber Drum Manufacturer
W R Meadows Inc,50 Riverside Drive,Cartersville,30120,34.143,-84.847,Bartow,Operational,Minor,Fiber Expansion Joint Mfg
OFS Fitel LLC,2000 Northeast Expy,Norcross,30071,33.941,-84.214,Gwinnett,Operational,Synthetic Minor,Fiber Optic Cable Manufacturing
Redmont Inc,1659 Clay Road,Valdosta,31602,30.838,-83.252,Lowndes,Closed/Dismantled,Title V,Fibergalss Tub & Spa Mfg
AGCO INC,2782 Simpson Circle,Norcross,30071,33.962,-84.176,Gwinnett,Operational,Title V,Fiberglass And Cultured Marble Products Mfg
Augusta Fiberglass Coatings Inc,10986 Highway 87,Juliette,31046,33.077,-83.784,Monroe,Closed/Dismantled,Title V,Fiberglass And Resin Stack Liner Manufacturing
Praxis Companies LLC,212 Driveomedary Street,Woodbury,30293,32.982,-84.583,Meriwether,Closed/Dismantled,Title V,Fiberglass Bath Mfg
Georgia Bathware,1 Industrial Park,Union Point,30669,33.611,-83.076,Greene,Closed/Dismantled,Title V,Fiberglass Bath Products
BOCA Tub Industries,308 Bell Park Drive,Woodstock,30188,34.121,-84.511,Cherokee,Operational,Permit by Rule,Fiberglass Bathroom Bathtubs
BATHCRAFT LLC,1610 James P Rodgers Drive,Valdosta,31601,30.798,-83.279,Lowndes,Operational,Title V,Fiberglass Bathtub Mfg
Contender Boats Baxley Plant,137 West Park Drive,Baxley,31513,31.801,-82.41,Appling,Closed/Dismantled,Title V,Fiberglass Boat Manufacturing
SEMINOLE MARINE INC,2501 Industrial Park Drive,Cairo,39828,30.878,-84.2,Grady,Operational,Title V,Fiberglass Boat Manufacturing
Mainship Corporation,548 Industrial Boulevard,Midway,31320,31.79,-81.41,Liberty,Closed/Dismantled,Title V,Fiberglass Boat Manufacturing
REGAL MARINE INDUSTRIES INC,601 Gil Harbin Industrial Boulevard,Valdosta,31601,30.804,-83.278,Lowndes,Operational,Title V,Fiberglass Boat Manufacturing
BETTER WAY PRODUCTS,600 Gil Harbin Ind Blvd,Valdosta,31601,30.804,-83.278,Lowndes,Operational,Title V,Fiberglass Boat Manufacturing
COMPOSITE RESEARCH INC,6131 Sundance Road,Blackshear,31516,31.264,-82.27,Pierce,Operational,Title V,Fiberglass Boat Manufacturing
